packet_size,flow_duration,protocol_type,packets_per_flow,bytes_per_flow,connection_frequency,dns_entropy,src_port,dst_port,label
2.5,1.965023,6,14,11615,7.124598542,0.0,56250,80,1
5.0,35.194486,6,13,35,0.369376044,0.0,50896,443,0
34.0,0.062706,17,4,318,63.78974899,3.464260524025434,50452,53,0
44.63636364,0.982037,6,19,3357,19.34753986,0.0,54854,443,0
2.5,7.025524,6,13,11615,1.850395785,0.0,52714,80,1
0.0,4.8e-05,6,2,0,41666.66667,0.0,47410,23502,1
32.0,3.1e-05,17,4,192,129032.2581,4.17211363847912,64109,53,0
0.0,3.2e-05,6,2,0,62500.0,0.0,45974,7496,1
0.0,0.00061,6,2,0,3278.688525,0.0,4922,8080,1
2.222222222,9.285569,6,15,11615,1.61540989,0.0,40131,80,1
0.0,4.5e-05,6,2,0,44444.44444,0.0,54902,2718,1
35.0,115.937012,6,48,6421,0.414017915,0.0,38932,443,0
52.0,0.000756,17,2,120,2645.502646,4.190060096488862,62321,53,0
0.0,5.8e-05,6,2,0,34482.75862,0.0,54268,843,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,40734,1114,1
0.0,5.4e-05,6,2,0,37037.03704,0.0,44312,5633,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,59328,1183,1
0.0,4.9e-05,6,2,0,40816.32653,0.0,51238,1310,1
0.0,4.7e-05,6,2,0,42553.19149,0.0,45582,65000,1
44.0,0.00018,17,4,208,22222.22222,2.6728928087087462,52337,53,0
32.0,0.000291,17,4,260,13745.70447,2.85571029185652,54505,53,0
0.0,3.7e-05,6,2,0,54054.05405,0.0,47076,32772,1
2.857142857,3.961564,6,11,11615,2.776681129,0.0,20024,80,1
70.0,0.024012,17,2,230,83.29168749,3.3419512138719205,61752,53,0
2.5,7.262808,6,12,11615,1.652253509,0.0,55818,80,1
34.0,0.06003,17,4,250,66.63334999,3.721840055974277,61168,53,0
0.0,1.6e-05,6,2,0,125000.0,0.0,41648,443,1
0.0,5.6e-05,6,2,0,35714.28571,0.0,51870,5815,1
0.0,6e-05,6,2,0,33333.33333,0.0,53430,1198,1
0.0,6.2e-05,6,2,0,32258.06452,0.0,39583,1085,1
39.0,5.579413,6,16,3389,2.867685185,0.0,56365,443,0
0.0,4.5e-05,6,2,0,44444.44444,0.0,45264,25735,1
2.5,22.855704,6,13,11615,0.568785805,0.0,18702,80,1
0.0,5.2e-05,6,2,0,38461.53846,0.0,36114,10002,1
43.0,0.000215,17,4,228,18604.65116,3.124575862904079,57366,53,0
53.0,0.048085,17,2,167,41.59301237,2.8511683391244755,62450,53,0
37.0,0.000177,17,4,252,22598.87006,3.6251465884138345,5625,53,0
0.0,4.3e-05,6,2,0,46511.62791,0.0,51428,1009,1
38.0,0.000168,17,4,252,23809.52381,3.2189560474830143,8104,53,0
37.0,0.000172,17,4,228,23255.81395,3.670770056630417,60825,53,0
2.5,10.137754,6,14,11615,1.380976496,0.0,61224,80,1
96.0,0.030432,17,2,274,65.72029443,2.7612716363765566,62261,53,0
87.28571429,9.627679,6,12,1512,1.246406325,0.0,34566,80,0
20.5,4.396369,6,9,169,2.047143904,0.0,53490,443,0
34.0,0.031405,17,4,250,127.3682535,4.332119110013268,64527,53,0
2.5,11.865509,6,15,11615,1.264168271,0.0,61867,80,1
2.222222222,7.226889,6,16,12990,2.213954026,0.0,52702,80,1
0.0,5.6e-05,6,2,0,35714.28571,0.0,33562,4444,1
68.0,63.124396,6,37,6327,0.586144222,0.0,49224,443,0
2.857142857,9.920785,6,11,11615,1.108783226,0.0,42648,80,1
2.5,5.905641,6,14,11615,2.370614807,0.0,26376,80,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,50332,1053,1
0.0,1e-06,6,2,0,2000000.0,0.0,58056,5862,1
2.5,10.734634,6,14,11615,1.304189784,0.0,55440,80,1
37.0,0.000246,17,4,420,16260.1626,3.939016027259566,13096,53,0
30.0,0.060307,17,4,184,66.32729202,3.193568946998652,27922,53,0
65.8,1.452762,6,82,9266,56.44420765,0.0,53057,22,0
0.0,4.6e-05,6,2,0,43478.26087,0.0,36053,726,1
51.0,0.030541,17,2,118,65.48574048,4.29812826693707,61508,53,0
2.5,7.991799,6,13,11615,1.626667538,0.0,54556,80,1
40.0,0.000221,17,4,282,18099.54751,2.6962397409692493,61164,53,0
0.0,4.7e-05,6,2,0,42553.19149,0.0,43776,999,1
0.0,5.8e-05,6,2,0,34482.75862,0.0,57689,1083,1
35.0,0.000206,17,4,514,19417.47573,2.999722790958981,59404,53,0
2.857142857,9.755472,6,12,11615,1.230078873,0.0,55630,80,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,56594,9003,1
36.0,0.000171,17,4,218,23391.81287,3.758556042752362,56620,53,0
2.857142857,4.042901,6,13,11615,3.215512821,0.0,65514,80,1
32.0,0.000213,17,4,160,18779.34272,2.968164971499307,58405,53,0
0.0,2.8e-05,6,2,0,71428.57143,0.0,38192,1287,1
32.0,0.000253,17,4,322,15810.27668,4.370256363144827,3401,53,0
0.0,4.1e-05,6,2,0,48780.4878,0.0,33916,6009,1
39.0,0.000243,17,4,418,16460.90535,4.197580999335519,7983,53,0
2.222222222,3.967048,6,15,11615,3.781149106,0.0,64371,80,1
0.0,9.8e-05,6,2,0,20408.16327,0.0,36800,16113,1
45.0,0.093294,17,2,171,21.43760585,2.511395708094223,60873,53,0
79.375,5.501977,6,14,803,2.544539899,0.0,60257,443,0
2.5,9.348771,6,13,11615,1.390557112,0.0,57966,80,1
48.0,0.000265,17,4,308,15094.33962,2.6993327118298716,43840,53,0
38.22222222,5.750289,6,16,3139,2.782468846,0.0,57236,443,0
2.222222222,10.506699,6,15,12990,1.427660581,0.0,39218,80,1
0.0,4.9e-05,6,2,0,40816.32653,0.0,62223,5544,1
2.5,1.54398,6,14,11615,9.067474967,0.0,52811,80,1
42.0,0.000185,17,4,312,21621.62162,3.2661404251227824,7195,53,0
0.0,6.4e-05,6,2,0,31250.0,0.0,52408,2010,1
0.0,6e-05,6,2,0,33333.33333,0.0,39583,6003,1
317.4,0.001286,6,20,6354,15552.09953,0.0,58154,88,0
2.222222222,6.186073,6,14,11615,2.263148204,0.0,49857,80,1
0.0,5.6e-05,6,2,0,35714.28571,0.0,49862,8011,1
43.0,0.000153,17,4,204,26143.79085,3.143763790796209,63489,53,0
71.4375,22.718242,6,146,127786,6.426553604,0.0,49532,80,0
38.0,0.061402,17,6,312,97.71668675,2.863045428206162,64658,53,0
46.0,0.02347,17,2,120,85.2151683,3.559597982685138,61309,53,0
0.0,5.8e-05,6,2,0,34482.75862,0.0,35696,1098,1
268.0,0.12952,6,16,5507,123.5330451,0.0,52360,443,0
77.33333333,61.57828,6,30,6432,0.487184767,0.0,10288,443,0
2.5,8.090789,6,13,11615,1.606765422,0.0,26567,80,1
32.0,0.000178,17,4,160,22471.91011,3.77426166465157,3142,53,0
55.5,0.443895,17,4,275,9.011140022,3.387096621887793,61681,53,0
50.0,0.050618,17,2,128,39.51163618,2.765711038318265,61825,53,0
137.6521739,62.437926,6,51,8186,0.816811244,0.0,51697,443,0
2.5,7.510811,6,14,11615,1.863979802,0.0,64853,80,1
24.22222222,65.751353,6,53,29647,0.806067063,0.0,39174,443,0
45.52631579,115.908295,6,35,2357,0.301962858,0.0,49739,80,0
37.0,0.10911,17,4,308,36.66025112,4.310222409320915,36508,53,0
38.0,0.000139,17,4,184,28776.97842,4.463860551034033,59203,53,0
2.0,8.075919,6,16,11615,1.981198672,0.0,60248,80,1
2.5,7.686937,6,14,11615,1.821271594,0.0,57393,80,1
0.0,6.8e-05,6,2,0,29411.76471,0.0,48038,8045,1
52.0,0.263301,17,6,436,22.7876081,2.886963129055035,61624,53,0
34.47058824,115.736517,6,33,1086,0.285130405,0.0,2929,80,0
35.0,0.023659,17,4,172,169.0688533,2.9347795723457835,57174,53,0
0.0,5.5e-05,6,2,0,36363.63636,0.0,45002,512,1
36.0,0.000206,17,4,300,19417.47573,3.8255143892961416,10258,53,0
0.0,5.1e-05,6,2,0,39215.68627,0.0,34025,2106,1
60.0,0.03058,17,2,136,65.40222368,3.5397154878498025,61716,53,0
43.0,0.000161,17,4,204,24844.7205,3.1806779517374535,58298,53,0
50.0,0.023597,17,2,116,84.75653685,3.129285564619585,61846,53,0
45.29411765,115.177507,6,32,1579,0.277832025,0.0,33852,80,0
0.0,8.1e-05,6,2,0,24691.35802,0.0,51292,144,1
0.0,6.3e-05,6,2,0,31746.03175,0.0,42342,5405,1
2.5,1.961981,6,12,11615,6.116267181,0.0,59603,80,1
568.1666667,0.503212,6,12,4251,23.8468081,0.0,6656,80,0
0.0,8.6e-05,6,2,0,23255.81395,0.0,41249,2522,1
46.0,0.081636,17,2,120,24.49899554,3.3404162394785772,61423,53,0
31.0,0.001107,17,4,260,3613.369467,2.9811317112210154,63350,53,0
2.5,81.960696,6,14,11615,0.170813581,0.0,50047,80,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,49952,5432,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,44994,8081,1
0.0,4e-06,6,2,0,500000.0,0.0,58144,1074,1
0.0,6.3e-05,6,2,0,31746.03175,0.0,37255,1093,1
0.0,5.2e-05,6,2,0,38461.53846,0.0,59478,10617,1
0.0,3e-05,6,2,0,66666.66667,0.0,60276,1501,1
40.0,0.101103,17,2,134,19.78180667,3.0789094782032578,61764,53,0
0.0,9.4e-05,6,2,0,21276.59574,0.0,49914,2099,1
0.0,6e-05,6,2,0,33333.33333,0.0,49518,19780,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,33562,722,1
0.0,6.3e-05,6,2,0,31746.03175,0.0,45978,1045,1
44.0,0.050957,17,2,116,39.24877838,4.389244045505704,60907,53,0
2.222222222,2.024516,6,16,11615,7.903123512,0.0,29603,80,1
35.0,0.000346,17,4,172,11560.69364,2.795303678622015,47512,53,0
0.0,9.7e-05,6,2,0,20618.5567,0.0,40408,30718,1
2.5,6.245865,6,14,11615,2.241482965,0.0,40231,80,1
0.0,9.3e-05,6,2,0,21505.37634,0.0,40006,5811,1
38.0,0.041246,17,8,460,193.958202,3.84594345943344,60489,53,0
2.5,23.085178,6,15,11615,0.649767569,0.0,31664,80,1
29.0,0.055187,17,4,548,72.48083788,2.724740343466327,59257,53,0
0.0,8.3e-05,6,2,0,24096.38554,0.0,46785,20221,1
54.0,0.060897,17,6,510,98.52702104,2.5744059785715017,56483,53,0
2.222222222,9.401914,6,15,11615,1.595419826,0.0,58580,80,1
2.222222222,10.255718,6,13,11615,1.267585556,0.0,57619,80,1
0.0,6.4e-05,6,2,0,31250.0,0.0,50390,2008,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,52310,3880,1
80.11111111,66.921511,6,130,85643,1.94257419,0.0,49430,443,0
42.0,0.046737,17,2,427,42.79264822,4.049700926610176,60972,53,0
0.0,4.9e-05,6,2,0,40816.32653,0.0,57360,2222,1
32.0,0.000251,17,4,322,15936.25498,4.11837322139288,11507,53,0
74.875,5.638971,6,15,736,2.660059788,0.0,41704,443,0
0.0,5.2e-05,6,2,0,38461.53846,0.0,33503,1148,1
2.222222222,8.49373,6,14,11615,1.648274668,0.0,59793,80,1
0.0,5.457029,6,6,187,1.09949938,0.0,4217,80,0
2.857142857,1.868948,6,12,11615,6.420724386,0.0,62136,80,1
75.0,0.023833,17,4,464,167.8345152,3.663017181600801,59213,53,0
0.0,4.3e-05,6,2,0,46511.62791,0.0,34497,1092,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,45680,999,1
2.857142857,2.258933,6,11,11615,4.869555671,0.0,33432,80,1
2.857142857,3.978739,6,13,11615,3.267366872,0.0,17809,80,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,46216,3268,1
62.0,0.000445,17,2,183,4494.382022,4.159284968855857,60879,53,0
50.91666667,118.287152,6,23,6973,0.194442081,0.0,10620,443,0
39.0,0.000272,17,4,282,14705.88235,4.015312252778471,28844,53,0
0.0,4.8e-05,6,2,0,41666.66667,0.0,54896,4242,1
0.0,6.2e-05,6,2,0,32258.06452,0.0,34212,6788,1
38.0,0.000231,17,4,272,17316.01732,3.7135600119891,23636,53,0
0.0,0.000131,6,2,0,15267.17557,0.0,60374,1174,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,42924,15660,1
0.0,5.9e-05,6,2,0,33898.30508,0.0,59888,6,1
0.0,0.000443,6,2,0,4514.672686,0.0,4902,8080,1
11.12,116.151204,6,53,26734,0.45630177,0.0,49712,80,0
71.42857143,115.478309,6,38,3053,0.329066128,0.0,43254,443,0
0.0,4.9e-05,6,2,0,40816.32653,0.0,34110,55056,1
2.222222222,9.884966,6,14,11615,1.416292175,0.0,65504,80,1
208.625,10.271998,6,17,8301,1.654984746,0.0,3225,80,0
0.0,5.4e-05,6,2,0,37037.03704,0.0,56828,3986,1
56.0,0.065073,17,2,128,30.73471332,4.036794779494408,61333,53,0
16.78149606,13.690618,6,1145,1102235,83.63391631,0.0,59368,80,0
48.5,82.319252,17,4,271,0.048591306,3.168680319713587,61193,53,0
55.0,5.810036,17,8,946,1.376927785,4.338257265399969,55472,53,0
32.0,0.000216,17,4,252,18518.51852,4.32827104170574,61917,53,0
0.0,5.6e-05,6,2,0,35714.28571,0.0,33990,5910,1
0.0,7.9e-05,6,2,0,25316.4557,0.0,35204,1086,1
47.0,0.121012,17,2,274,16.52728655,3.043700212363701,62034,53,0
2.5,2.031925,6,14,11615,6.890018086,0.0,60866,80,1
48.0,0.062167,17,4,334,64.34281854,2.973289514257702,62825,53,0
2.5,2.03793,6,13,12990,6.379021851,0.0,57028,80,1
61.06666667,0.732597,6,33,24203,45.04522951,0.0,48938,443,0
0.0,4.3e-05,6,2,0,46511.62791,0.0,43924,587,1
46.22222222,116.599958,6,37,6101,0.3173243,0.0,2298,80,0
45.0,0.075536,17,4,612,52.95488244,3.7238745297192692,15156,53,0
0.0,4.6e-05,6,2,0,43478.26087,0.0,36364,2020,1
0.0,6.4e-05,6,2,0,31250.0,0.0,62223,222,1
65.0,0.000248,17,4,516,16129.03226,3.0658633299786375,58589,53,0
2.5,10.166717,6,13,11615,1.278682194,0.0,63830,80,1
0.0,6.1e-05,6,2,0,32786.88525,0.0,59328,65389,1
0.0,8.9e-05,6,2,0,22471.91011,0.0,34850,6565,1
20.94444444,6.590384,6,39,7344,5.917712837,0.0,52118,443,0
127.6818182,116.171823,6,45,9631,0.387357268,0.0,4359,443,0
45.5,2.877835,17,4,268,1.389933752,3.0571677797562224,61865,53,0
0.0,4.4e-05,6,2,0,45454.54545,0.0,49025,9618,1
39.0,0.083135,17,6,436,72.17176881,3.77410831723893,52802,53,0
38.0,0.0002,17,4,288,20000.0,2.6783965336439537,50017,53,0
35.0,0.000184,17,4,396,21739.13043,2.9369194491857775,37004,53,0
37.0,0.00018,17,4,308,22222.22222,3.500186569303332,64741,53,0
2.222222222,5.179283,6,16,11615,3.089230691,0.0,64998,80,1
43.0,0.000167,17,4,204,23952.09581,3.524043081677755,54621,53,0
58.0,29.488637,6,12,905,0.406936407,0.0,58328,80,0
36.0,0.024142,17,4,400,165.6863557,3.937158645802502,50939,53,0
40.66666667,5.531058,6,17,4334,3.073553016,0.0,4869,443,0
0.0,8.5e-05,6,2,31,23529.41176,0.0,57438,443,0
41.0,0.077548,17,2,135,25.79047816,3.847044319891827,60488,53,0
0.0,0.000912,6,4,0,4385.964912,0.0,56812,80,1
2.222222222,8.116866,6,14,11615,1.724803637,0.0,49476,80,1
2.857142857,4.42617,6,13,11615,2.937076524,0.0,28044,80,1
0.0,7.2e-05,6,2,0,27777.77778,0.0,43258,5002,1
28.0,0.02416,17,4,624,165.5629139,3.276138725490153,60224,53,0
0.0,5e-06,6,2,0,400000.0,0.0,59328,4446,1
48.0,0.016474,17,2,96,121.4034236,0.0,123,123,0
42.0,0.111177,17,2,216,17.98933233,4.157608181019778,60267,53,0
0.0,0.00051,6,2,0,3921.568627,0.0,8339,8080,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,48718,19101,1
1167.592593,15.429073,6,121,127737,7.842337644,0.0,44814,443,0
0.0,4.2e-05,6,2,0,47619.04762,0.0,32834,7800,1
2.5,12.152644,6,12,11615,0.987439441,0.0,38881,80,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,48552,83,1
0.0,4.2e-05,6,2,0,47619.04762,0.0,55080,50800,1
0.0,5.8e-05,6,2,0,34482.75862,0.0,50754,7,1
2.857142857,9.867183,6,11,11615,1.114806526,0.0,59393,80,1
105.0,0.641566,6,11,1149,17.14554699,0.0,53826,80,0
0.0,7.2e-05,6,2,0,27777.77778,0.0,47682,9878,1
0.0,9.4e-05,6,2,0,21276.59574,0.0,50716,543,1
48.0,0.030002,17,2,96,66.66222252,0.0,123,123,0
77.14285714,50.04525,6,23,5576,0.459584076,0.0,51985,443,0
2.5,11.620271,6,13,11615,1.118734666,0.0,65461,80,1
0.0,5.4e-05,6,2,0,37037.03704,0.0,38529,5730,1
31.0,0.000264,17,4,338,15151.51515,3.4081768441627673,58210,53,0
2.5,8.538617,6,13,11615,1.522494802,0.0,17158,80,1
0.0,8.3e-05,6,2,0,24096.38554,0.0,48354,2604,1
2.5,1.932962,6,14,11615,7.242770422,0.0,57607,80,1
52.0,0.000263,17,4,502,15209.12548,4.2119581950700065,12683,53,0
2.5,5.209872,6,12,11615,2.303319544,0.0,59372,80,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,53584,1183,1
61.08333333,117.964462,6,26,1333,0.220405362,0.0,3344,443,0
2.0,11.051724,6,17,11615,1.538221548,0.0,63810,80,1
0.0,4.2e-05,6,2,0,47619.04762,0.0,59529,2399,1
36.0,0.000982,17,4,186,4073.319756,3.29091537894334,11585,53,0
35.0,0.02366,17,4,172,169.0617075,4.266630294216257,55813,53,0
41.0,0.024344,17,4,334,164.3115347,3.3403994941503137,51547,53,0
62.0,3e-06,17,2,124,666666.6667,0.0,137,49326,0
0.0,4.9e-05,6,2,0,40816.32653,0.0,44044,444,1
38.0,0.030723,17,4,254,130.1956189,3.5158515046298344,20198,53,0
0.0,0.000136,6,2,0,14705.88235,0.0,57776,32780,1
2.222222222,10.141728,6,14,12990,1.380435366,0.0,24166,80,1
41.0,0.000166,17,4,234,24096.38554,3.3164350887586735,56301,53,0
0.0,6.3e-05,6,2,0,31746.03175,0.0,54506,625,1
59.10344828,57.569254,6,59,40402,1.024852606,0.0,50237,443,0
2.5,2.530952,6,14,11615,5.531515414,0.0,56358,80,1
0.0,7.3e-05,6,2,0,27397.26027,0.0,42366,10024,1
0.0,5.633956,6,6,0,1.064971043,0.0,53913,80,0
0.0,5.727608,6,6,0,1.047557724,0.0,55522,80,0
40.0,0.000177,17,4,268,22598.87006,4.051986829004825,42285,53,0
323.826087,119.252412,6,44,10823,0.368965283,0.0,48770,443,0
2.5,8.773126,6,13,11615,1.481797936,0.0,15991,80,1
0.0,1e-06,6,2,0,2000000.0,0.0,37796,1556,1
0.0,14.755836,6,9,31,0.609928167,0.0,48289,443,0
22.85714286,99.352981,6,26,528,0.261693205,0.0,55474,80,0
49.0,0.060905,17,2,157,32.83802643,3.961429555204898,60880,53,0
0.0,4.3e-05,6,2,0,46511.62791,0.0,49025,2920,1
32.0,0.030764,17,4,240,130.0221038,3.3018146557974024,63386,53,0
0.0,4.6e-05,6,2,0,43478.26087,0.0,39814,3580,1
2.222222222,12.975448,6,14,11615,1.078960819,0.0,53198,80,1
37.0,0.123494,17,6,286,48.58535637,2.9553496232347336,52217,53,0
53.0,0.279956,17,2,155,7.143979768,4.228839589910706,60393,53,0
36.0,0.000209,17,4,218,19138.75598,3.65488829629753,54734,53,0
0.0,8.9e-05,6,2,0,22471.91011,0.0,49432,3269,1
45.0,0.030426,17,2,135,65.73325445,2.905932985688451,60707,53,0
31.0,0.024056,17,4,290,166.2786831,2.7091942876653237,65147,53,0
36.0,0.029986,17,4,266,133.3955846,3.235146057734935,56670,53,0
2.5,10.964051,6,13,11615,1.185693135,0.0,50762,80,1
115.0,10.240984,6,19,2502,1.855290468,0.0,52546,80,0
0.0,0.000117,6,2,0,17094.01709,0.0,42764,1147,1
41.0,0.031067,17,4,392,128.7539833,2.7391050556115086,50785,53,0
0.0,8.6e-05,6,2,0,23255.81395,0.0,62223,7676,1
0.0,5.4e-05,6,2,0,37037.03704,0.0,37796,79,1
85.57142857,5.101866,6,14,782,2.744094024,0.0,57571,443,0
32.0,0.060865,17,4,196,65.71921466,3.112489412509206,48316,53,0
20.5,4.562853,6,9,169,1.972450132,0.0,56485,443,0
2.0,6.041594,6,15,11615,2.482788483,0.0,61010,80,1
0.0,5e-05,6,2,0,40000.0,0.0,33242,1199,1
0.0,1e-05,6,2,0,200000.0,0.0,52332,8701,1
0.0,8.1e-05,6,2,0,24691.35802,0.0,38124,6669,1
32.0,0.000246,17,4,268,16260.1626,3.4869049833995147,21888,53,0
2.222222222,6.029947,6,16,12990,2.65342299,0.0,49514,80,1
45.0,0.047574,17,2,122,42.03976962,3.663873018922841,62314,53,0
0.0,4.4e-05,6,2,0,45454.54545,0.0,58812,50300,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,54599,1117,1
51.0,0.030885,17,2,118,64.75635422,2.7253346393425533,61533,53,0
0.0,3.9e-05,6,2,0,51282.05128,0.0,46785,2602,1
38.0,0.000756,17,4,240,5291.005291,2.728977129653452,57573,53,0
2.5,7.850185,6,14,11615,1.783397461,0.0,59633,80,1
48.90909091,0.212809,6,21,4685,98.68003703,0.0,4301,443,0
0.0,1e-05,6,2,0,200000.0,0.0,34025,2135,1
0.0,3.1e-05,6,2,0,64516.12903,0.0,38136,54328,1
40.0,0.000249,17,4,532,16064.25703,3.7943285710727754,54314,53,0
0.0,5.1e-05,6,2,0,39215.68627,0.0,39424,8654,1
30.0,0.000219,17,4,324,18264.84018,3.3916759020025165,61286,53,0
0.0,4.6e-05,6,2,0,43478.26087,0.0,36656,5815,1
0.0,1e-05,6,2,0,200000.0,0.0,59328,555,1
0.0,5e-05,6,2,0,40000.0,0.0,59478,2020,1
2.5,4.308536,6,15,11615,3.481460988,0.0,40576,80,1
2.5,8.078823,6,13,11615,1.609145293,0.0,59186,80,1
32.0,0.000271,17,4,184,14760.1476,3.301270667957727,64055,53,0
0.0,4.8e-05,6,2,0,41666.66667,0.0,59328,8402,1
34.0,0.049279,17,4,316,81.1704783,2.6627264551505325,57647,53,0
0.0,8.5e-05,6,2,0,23529.41176,0.0,52332,9002,1
0.0,4.2e-05,6,2,0,47619.04762,0.0,37856,2049,1
0.0,2.6e-05,6,2,0,76923.07692,0.0,58812,5051,1
0.0,3.2e-05,6,2,0,62500.0,0.0,42446,52822,1
0.0,4.5e-05,6,2,0,44444.44444,0.0,64915,427,1
35.0,0.023996,17,4,514,166.6944491,2.8212047140995056,60347,53,0
193.0666667,40.299298,6,27,10153,0.669986857,0.0,54012,80,0
0.0,4.2e-05,6,2,0,47619.04762,0.0,33932,10566,1
37.0,0.000186,17,4,228,21505.37634,2.560007801986578,62287,53,0
0.0,4.2e-05,6,2,0,47619.04762,0.0,44662,55600,1
58.0,0.023998,17,2,197,83.34027836,3.7629683232900386,61362,53,0
0.0,1.2e-05,6,2,0,166666.6667,0.0,60232,32773,1
56.35897436,116.349323,6,82,51572,0.704774191,0.0,51752,443,0
52.0,0.000479,17,2,164,4175.365344,3.6686237629209257,60242,53,0
47.0,0.000193,17,4,444,20725.3886,3.491139188158594,49431,53,0
14.33333333,0.000527,6,20,498,37950.66414,0.0,42362,389,0
0.0,3.1e-05,6,2,0,64516.12903,0.0,42452,23502,1
37.0,0.000154,17,4,212,25974.02597,4.306196568217964,52426,53,0
2.857142857,7.777096,6,13,11615,1.671575097,0.0,39015,80,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,38420,1001,1
2.5,7.1338,6,13,11615,1.82231069,0.0,63571,80,1
44.0,0.060841,17,4,288,65.74513897,3.741856944456658,59676,53,0
390.6153846,29.713026,6,29,13004,0.976002915,0.0,51178,443,0
71.0,0.000188,17,4,540,21276.59574,4.229216077707717,51282,53,0
41.5625,60.657241,6,31,6378,0.511068415,0.0,54374,443,0
0.0,0.000506,6,2,0,3952.56917,0.0,4759,8080,1
55.0,1.904117,17,2,110,1.050355624,3.3439962179027836,60813,53,0
49.0,0.00018,17,4,252,22222.22222,2.5286322704780604,56657,53,0
0.0,3.6e-05,6,2,0,55555.55556,0.0,34850,5902,1
0.0,5.647865,6,7,0,1.239406395,0.0,6609,80,0
0.0,4.8e-05,6,2,0,41666.66667,0.0,39583,311,1
20.5,4.174665,6,10,169,2.395401787,0.0,57747,443,0
2.857142857,4.025887,6,13,11615,3.229102059,0.0,36932,80,1
0.0,2e-06,6,2,0,1000000.0,0.0,59704,1071,1
55.0,0.023575,17,2,126,84.83563097,4.273151548848688,62420,53,0
54.5,60.746617,6,20,758,0.329236441,0.0,40476,80,0
24.75862069,12.132799,6,58,39139,4.780430303,0.0,55671,443,0
40.0,0.000284,17,4,370,14084.50704,2.858677334098678,44128,53,0
160.7058824,60.862646,6,32,8573,0.525774052,0.0,51085,443,0
79.22222222,5.621787,6,19,5010,3.379708267,0.0,50906,443,0
0.0,4.2e-05,6,2,0,47619.04762,0.0,41249,54328,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,35258,1113,1
98.79411765,72.733634,6,75,46235,1.031159807,0.0,54634,443,0
100.0,0.00079,17,2,282,2531.64557,3.199446659559018,60884,53,0
2.5,10.710671,6,12,11615,1.120377986,0.0,57946,80,1
0.0,6.8e-05,6,2,0,29411.76471,0.0,48416,1010,1
0.0,4.5e-05,6,2,0,44444.44444,0.0,44574,4125,1
2.222222222,5.474875,6,16,12990,2.922441152,0.0,54801,80,1
0.0,4.5e-05,6,2,0,44444.44444,0.0,35224,1066,1
2.857142857,3.844904,6,12,11615,3.121014205,0.0,61773,80,1
2.5,1.269741,6,14,11615,11.02587063,0.0,58192,80,1
32.0,0.000849,17,4,336,4711.425206,3.9351198177792295,59213,53,0
0.0,3.7e-05,6,2,0,54054.05405,0.0,64318,593,1
0.0,4.9e-05,6,2,0,40816.32653,0.0,56772,340,1
59.19047619,115.795487,6,39,1737,0.336800691,0.0,56170,443,0
39.0,0.078229,17,6,266,76.69789976,3.341820916733341,63801,53,0
36.0,0.030862,17,4,200,129.6092282,2.6948508643633975,58683,53,0
69.72727273,12.582022,6,22,7504,1.748526588,0.0,3350,443,0
42.0,9.224779,17,8,710,0.867229448,4.341155509216218,57361,53,0
0.0,119.886473,0,169,0,1.409666961,0.0,0,0,0
0.0,6.3e-05,6,2,0,31746.03175,0.0,59328,5280,1
48.0,0.080678,17,2,205,24.78990555,3.585909864221568,60788,53,0
0.0,5.4e-05,6,2,0,37037.03704,0.0,55479,6779,1
60.54545455,1.319391,6,90,9618,68.21328931,0.0,34386,22,0
0.0,6.7e-05,6,2,0,29850.74627,0.0,36768,1216,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,42084,2022,1
2.222222222,10.01552,6,14,11615,1.397830567,0.0,63487,80,1
90.68965517,116.235988,6,60,25515,0.516191251,0.0,40465,443,0
43.0,0.000239,17,4,280,16736.40167,4.286004110778544,22413,53,0
62.0,4e-06,17,2,124,500000.0,0.0,137,137,0
0.0,2e-05,6,2,0,100000.0,0.0,48416,987,1
45.0,1.8e-05,17,13,585,722222.2222,0.0,5353,5353,0
0.0,5.2e-05,6,2,0,38461.53846,0.0,50680,55555,1
38.0,0.000279,17,4,496,14336.91756,4.076946369895946,57734,53,0
38.0,0.000205,17,4,408,19512.19512,4.074539379779466,59642,53,0
0.0,5e-06,6,2,0,400000.0,0.0,46956,2105,1
2.222222222,3.872311,6,15,11615,3.873655809,0.0,49606,80,1
